transportationId,outletId,transportType,title,duration,cost,tip,status,displayOrder
ros-designer-outlet-zagreb-bus,ros-designer-outlet,bus,Zagreb Public Bus to IKEA / Rugvica Area,≈35-55 min from central Zagreb (estimated),Check official ZET tariff,Use official ZET route and timetable tools for buses serving the IKEA / Rugvica commercial area near Designer Outlet Croatia. Confirm the nearest stop and evening return times before travelling.,active,2
ros-designer-outlet-train-sesvetski-kraljevec,ros-designer-outlet,train,Rail to Sesvetski Kraljevec + Walk/Taxi,≈25-35 min by train from Zagreb Glavni kolodvor plus ≈25-30 min walk or short taxi (estimated),Check official HŽPP fare; taxi costs vary,"Use official HŽPP suburban/regional trains toward Sesvetski Kraljevec, then continue on foot only if conditions suit or take a short taxi/rideshare to the outlet.",active,3
ros-designer-outlet-airport-zagreb,ros-designer-outlet,airport,Zagreb Airport Access,≈15-25 min by car from Zagreb Airport (estimated),Taxi/transfer/rental-car costs vary; public transport check official airport and ZET tariffs,"From Zagreb Franjo Tuđman Airport, continue by rental car, taxi or transfer. By public transport, use official airport-city services into Zagreb and connect with ZET/HŽPP options toward Sesvete/Rugvica.",active,4
ros-designer-outlet-major-city-access,ros-designer-outlet,car,Nearby Major City Access from Zagreb,≈20-30 min by car / ≈35-60 min by public transport from central Zagreb (estimated),Check official ZET/HŽPP fares; road costs vary,Designer Outlet Croatia is in the Zagreb east / Rugvica commercial area. Compare driving with official ZET bus or HŽPP rail connections before departure.,active,5
viaport-asia-iett-bus,viaport-asia-outlet-shopping,bus,İETT Buses to Viaport Asia,,,"Use İETT lines 132K, KM25, KM27, 16KH, 134 or 130H; confirm the current route and stop before travel.",active,1
viaport-asia-public-minibus,viaport-asia-outlet-shopping,bus,Public Minibus to Viaport Asia,,,"Use a Pendik–Kurtköy–Viaport, Pendik–Velibaba–Viaport, Kartal–Sultanbeyli–Viaport, Dudullu–Yedpa–Viaport or Çekmeköy–Madenler–Viaport minibus.",active,2
viaport-asia-car-free-parking,viaport-asia-outlet-shopping,car,Car / Free Parking,,Free parking,"Use Viaport Asia at Yenişehir Mahallesi, Dedepaşa Caddesi No:19, Pendik. Official outlet information confirms free parking.",active,3
olivium-marmaray-kazlicesme,olivium-outlet-center,train,Marmaray to Kazlıçeşme,,,"From Kazlıçeşme, the official outlet guidance indicates an approximately five-minute walk.",active,1
olivium-m1a-zeytinburnu,olivium-outlet-center,metro,M1A Metro to Zeytinburnu,,,"From Zeytinburnu, the official outlet guidance indicates an approximately 10-minute onward bus or minibus connection.",active,2
olivium-t1-zeytinburnu,olivium-outlet-center,train,T1 Tram to Zeytinburnu,,,"From Zeytinburnu, the official outlet guidance indicates an approximately 10-minute onward bus or minibus connection.",active,3
olivium-metrobus-zeytinburnu,olivium-outlet-center,bus,Metrobüs to Zeytinburnu,,,"From Zeytinburnu, the official outlet guidance indicates an approximately 10-minute onward bus or minibus connection.",active,4
olivium-municipal-buses,olivium-outlet-center,bus,Municipal Buses to Olivium,,,"Use lines 93, 93C, 93M, 93T, BN3, MR11, MR20 or 97E; confirm the current route and stop before travel.",active,5
olivium-ferry-sea-access,olivium-outlet-center,ferry,Ferry / Sea Access,,,"Travel Kadıköy or Üsküdar → Eminönü → T1, or Bostancı or Kadıköy → Yenikapı → Marmaray → Kazlıçeşme.",active,6
olivium-car-access,olivium-outlet-center,car,Car Access,,,"Use Olivium Outlet Center, Prof. Dr. Muammer Aksoy Cad. No:30, Zeytinburnu.",active,7
starcity-m9-dogu-sanayi,starcity-outlet,metro,M9 Metro to Doğu Sanayi,,,Doğu Sanayi station is approximately 500 metres from StarCity Outlet.,active,1
starcity-metrobus-local-connection,starcity-outlet,bus,Metrobüs + Local Connection,,,"Transfer at Şirinevler, Yenibosna or Sefaköy, then continue by minibus, bus or M9.",active,2
starcity-iett-buses,starcity-outlet,bus,İETT Buses to StarCity,,,"Use lines 31, 31E, 36AY, 78B, 79F, 79G, 79K, 79Ş, 89YB, 98B, 98H or 98T. Nearby official stops include Dr. Enver Ören Kültür Merkezi and Alışveriş Merkezi – Bahçelievler.",active,3
starcity-minibuses,starcity-outlet,bus,Minibus to StarCity,,,Use the Şirinevler–Yenibosna or Küçükçekmece–Sefaköy minibus routes.,active,4
starcity-car-free-parking,starcity-outlet,car,Car / Free Parking,,Free parking,"Use StarCity Outlet at Yenibosna Merkez Mahallesi, Değirmenbahçe Caddesi No:34, Bahçelievler. Official outlet information confirms free parking.",active,5
venezia-t4-kiptas,venezia-mega-outlet,train,T4 Tram to Kiptaş–Venezia,,,Take the T4 tram to Kiptaş–Venezia.,active,1
venezia-m7-karadeniz-mahallesi,venezia-mega-outlet,metro,M7 Metro to Karadeniz Mahallesi,,,Take the M7 metro to Karadeniz Mahallesi.,active,2
venezia-metrobus-t4-transfer,venezia-mega-outlet,bus,Metrobüs + T4,,,Transfer at Edirnekapı/Şehitlik for the T4 tram to Kiptaş–Venezia.,active,3
venezia-marmaray-m1a-t4,venezia-mega-outlet,train,Marmaray + M1A + T4,,,Travel Yenikapı → M1A → Topkapı–Ulubatlı → T4 → Kiptaş–Venezia.,active,4
venezia-iett-buses,venezia-mega-outlet,bus,İETT Buses to Venezia Mega Outlet,,,"Use lines 36A, 36E, 36M, 36V, 36CY, 36EM, 336, 336E, 336M, 336Y or 79KM; confirm the current route and stop before travel.",active,5
venezia-car-access,venezia-mega-outlet,car,Car Access,,,"Use Venezia Mega Outlet at Karadeniz Mahallesi, Eski Edirne Asfaltı Caddesi No:408, Gaziosmanpaşa.",active,6
venezia-taxi,venezia-mega-outlet,taxi,Venezia Mega Taxi / Karadeniz Taxi,,,Use Venezia Mega Taxi or Karadeniz Taxi for local taxi access.,active,7
212-m9-halkali-caddesi,212-outlet,metro,M9 Metro to 212 Outlet–Halkalı Caddesi,,,Take the M9 Ataköy–Olimpiyat Metro line to 212 Outlet–Halkalı Caddesi station and use Exit 1.,active,1
212-marmaray-m9-atakoy,212-outlet,train,Marmaray + M9 via Ataköy,,,"Transfer from Marmaray to the M9 Metro line at Ataköy, then continue to 212 Outlet–Halkalı Caddesi station.",active,2
212-m1a-m9-yenibosna,212-outlet,metro,M1A + M9 via Yenibosna,,,"Transfer from the M1A Yenikapı–Atatürk Havalimanı Metro line to M9 at Yenibosna, then continue to 212 Outlet–Halkalı Caddesi station.",active,3
212-m7-m3-m9-transfer,212-outlet,metro,M7 + M3 + M9 Metro Transfer,,,"Take M7 to Mahmutbey, transfer to M3, then transfer to M9 at İkitelli Sanayi and continue to 212 Outlet–Halkalı Caddesi station.",active,4
212-public-minibuses,212-outlet,bus,Public Minibuses to 212 Outlet,,,Use the İstoç–Şirinevler or A-48 İkitelli Organize Sanayi minibus services listed by 212 Outlet.,active,5
212-iett-buses,212-outlet,bus,Buses to 212 Outlet,,,"Use lines HT13, 89T, 89C, 98T or 98H; confirm the current route and stop before travel.",active,6
212-car-free-indoor-parking,212-outlet,car,Car / Free Indoor Parking,,Free parking,"Use 212 Outlet at Taşocağı Yolu Caddesi No:5, Mahmutbey, Bağcılar. Official outlet information confirms free indoor parking for approximately 3,500 vehicles.",active,7
optimum-istanbul-metro-yenisahra,optimum-premium-outlet-istanbul,metro,Kadıköy–Sabiha Gökçen Metro to Yenisahra,,,Take the Kadıköy–Sabiha Gökçen Metro line to Yenisahra station for Optimum Premium Outlet.,active,1
optimum-istanbul-yenisahra-buses,optimum-premium-outlet-istanbul,bus,Buses via Yenisahra,,,Use buses serving the Yenisahra stop on the E5 highway and confirm the current line before travel.,active,2
optimum-istanbul-yenisahra-minibuses,optimum-premium-outlet-istanbul,bus,Minibuses via Yenisahra,,,Use minibuses serving the Yenisahra stop on the E5 highway and confirm the current service before travel.,active,3
optimum-istanbul-car-e5-access,optimum-premium-outlet-istanbul,car,Car Access via the E5 Highway,,,"From the E5 highway toward Kartal, use the Yenisahra exit; from the Kadıköy direction, Optimum Premium Outlet is directly beside the main road at Elibol Sokak No:2/B.",active,4
izmir-optimum-izban-esbas,izmir-optimum,train,İZBAN to Esbaş,,,Take the Cumaovası–Aliağa İZBAN line to Esbaş station for İzmir Optimum.,active,1
izmir-optimum-metro-izban-transfer,izmir-optimum,metro,Metro + İZBAN via Halkapınar or Hilal,,,"Transfer from İzmir Metro to İZBAN at Halkapınar or Hilal, then continue on the Cumaovası–Aliağa line to Esbaş.",active,2
izmir-optimum-airport-direction-buses,izmir-optimum,bus,Buses via Akçay Caddesi,,,Use buses travelling along Akçay Caddesi toward Adnan Menderes Airport and get off at Esbaş.,active,3
izmir-optimum-airport-direction-minibuses,izmir-optimum,bus,Minibuses via Akçay Caddesi,,,Use minibuses travelling along Akçay Caddesi toward Adnan Menderes Airport and get off at Esbaş.,active,4
izmir-optimum-car-access,izmir-optimum,car,Car Access,,,Follow the Gaziemir exit from the Çeşme–Aydın ring road or travel toward Gaziemir via Akçay Caddesi to reach İzmir Optimum at Akçay Caddesi No:101.,active,5
deepo-antray-t1-sinan,deepo-outlet-center,train,Antray T1 via Sinan,,,Use the Antray T1 Fatih–Havalimanı–Expo corridor and alight at Sinan for Deepo Outlet Center access; confirm current service before travel.,active,1
deepo-airport-bus-600-600g,deepo-outlet-center,bus,Airport / Bus Station Buses 600 and 600G,,,Use the official 600 or 600G bus corridor between Antalya Bus Station and Antalya Airport for Deepo access; confirm the current stop before travel.,active,2
deepo-public-buses,deepo-outlet-center,bus,Public Buses to Deepo Outlet Center,,,"Official Deepo access information lists lines 511, AF04, BA22, 45, SA19, SA65, 188 and MAN47; confirm the current route and stop before travel.",active,3
deepo-car-access,deepo-outlet-center,car,Car Access,,,"Use Deepo Outlet Center at Altınova Sinan Mahallesi, Serik Caddesi No:309, Kepez, Antalya.",active,4
deepo-taxi-stand,deepo-outlet-center,taxi,Deepo Taxi Stand,,,Deepo Outlet Center publishes an on-site taxi stand for local taxi access.,active,5
dubai-outlet-mall-rta-bus-66,dubai-outlet-mall,bus,RTA Bus 66 from Al Ghubaiba,,Approx. AED 5–7.50,"Take RTA Bus 66 from Al Ghubaiba Bus Station toward Faqa, Terminus and alight at Dubai Outlet Mall 01 near the mall’s easternmost entrance. Confirm the current timetable, return service and nol Silver Card fare with RTA before travel.",active,1
dubai-outlet-mall-free-hotel-shuttle,dubai-outlet-mall,shuttle,Free Hotel Shuttle,,Free when confirmed with the mall,"Dubai Outlet Mall states that it operates a free shuttle service to various hotels in and around Dubai, but participating hotels vary. Contact the mall Tourism Department to confirm the current hotel, pickup point, timetable, reservation requirements and return service before relying on it.",active,2
